year,school,conference,wins,losses,winning_pct,conf_wins,conf_losses,conf_winning_pct,ppg_offence,ppg_defence,SRS,SOS
1970-01-01 00:00:00.000002019,Oklahoma,Big 12,12.0,2.0,0.857,8.0,1.0,0.889,42.1,27.3,15.79,4.36
1970-01-01 00:00:00.000002019,Baylor,Big 12,11.0,3.0,0.786,8.0,1.0,0.889,33.6,19.8,12.12,2.62
1970-01-01 00:00:00.000002019,Kansas State,Big 12,8.0,5.0,0.615,5.0,4.0,0.556,29.6,21.4,7.02,2.64
1970-01-01 00:00:00.000002019,Oklahoma State,Big 12,8.0,5.0,0.615,5.0,4.0,0.556,32.5,26.8,7.39,3.46
1970-01-01 00:00:00.000002019,Texas,Big 12,8.0,5.0,0.615,5.0,4.0,0.556,35.2,27.5,12.18,5.8
1970-01-01 00:00:00.000002019,Iowa State,Big 12,7.0,6.0,0.538,5.0,4.0,0.556,32.2,25.9,7.92,4.53
1970-01-01 00:00:00.000002019,Texas Christian,Big 12,5.0,7.0,0.417,3.0,6.0,0.333,30.3,26.4,5.27,3.6
1970-01-01 00:00:00.000002019,West Virginia,Big 12,5.0,7.0,0.417,3.0,6.0,0.333,20.6,28.8,-2.92,3.16
1970-01-01 00:00:00.000002019,Texas Tech,Big 12,4.0,8.0,0.333,2.0,7.0,0.222,30.5,30.3,-0.65,1.1
1970-01-01 00:00:00.000002019,Kansas,Big 12,3.0,9.0,0.25,1.0,8.0,0.111,23.5,36.1,-5.73,3.19
1970-01-01 00:00:00.000002019,Ohio State,Big Ten (East),13.0,1.0,0.929,9.0,0.0,1.0,46.9,13.7,27.39,7.32
1970-01-01 00:00:00.000002019,Penn State,Big Ten (East),11.0,2.0,0.846,7.0,2.0,0.778,35.8,16.0,17.34,4.88
1970-01-01 00:00:00.000002019,Michigan,Big Ten (East),9.0,4.0,0.692,6.0,3.0,0.667,31.7,20.7,15.5,7.88
1970-01-01 00:00:00.000002019,Indiana,Big Ten (East),8.0,5.0,0.615,5.0,4.0,0.556,31.8,24.4,5.79,1.49
1970-01-01 00:00:00.000002019,Michigan State,Big Ten (East),7.0,6.0,0.538,4.0,5.0,0.444,22.4,22.5,6.06,5.6
1970-01-01 00:00:00.000002019,Maryland,Big Ten (East),3.0,9.0,0.25,1.0,8.0,0.111,25.3,34.7,-3.18,4.57
1970-01-01 00:00:00.000002019,Rutgers,Big Ten (East),2.0,10.0,0.167,0.0,9.0,0.0,13.3,36.7,-11.16,4.93
1970-01-01 00:00:00.000002019,Minnesota,Big Ten (West),11.0,2.0,0.846,7.0,2.0,0.778,34.1,22.5,11.73,2.11
1970-01-01 00:00:00.000002019,Wisconsin,Big Ten (West),10.0,4.0,0.714,7.0,2.0,0.778,34.1,16.9,17.73,7.73
1970-01-01 00:00:00.000002019,Iowa,Big Ten (West),10.0,3.0,0.769,6.0,3.0,0.667,25.8,14.0,14.6,4.44
1970-01-01 00:00:00.000002019,Illinois,Big Ten (West),6.0,7.0,0.462,4.0,5.0,0.444,26.7,26.2,-0.08,0.61
1970-01-01 00:00:00.000002019,Nebraska,Big Ten (West),5.0,7.0,0.417,3.0,6.0,0.333,28.0,27.8,2.67,4.0
1970-01-01 00:00:00.000002019,Purdue,Big Ten (West),4.0,8.0,0.333,3.0,6.0,0.333,25.8,30.6,-0.52,4.15
1970-01-01 00:00:00.000002019,Northwestern,Big Ten (West),3.0,9.0,0.25,1.0,8.0,0.111,16.3,23.6,-3.13,3.46
1970-01-01 00:00:00.000002019,Florida Atlantic,CUSA (East),11.0,3.0,0.786,7.0,1.0,0.875,36.4,22.7,8.28,-2.43
1970-01-01 00:00:00.000002019,Western Kentucky,CUSA (East),9.0,4.0,0.692,6.0,2.0,0.75,25.4,20.1,0.31,-5.08
1970-01-01 00:00:00.000002019,Marshall,CUSA (East),8.0,5.0,0.615,6.0,2.0,0.75,25.8,25.0,-0.54,-2.38
1970-01-01 00:00:00.000002019,Charlotte,CUSA (East),7.0,6.0,0.538,5.0,3.0,0.625,29.8,32.4,-6.88,-5.41
1970-01-01 00:00:00.000002019,Florida International,CUSA (East),6.0,7.0,0.462,3.0,5.0,0.375,26.5,27.2,-8.19,-6.96
1970-01-01 00:00:00.000002019,Middle Tennessee State,CUSA (East),4.0,8.0,0.333,3.0,5.0,0.375,26.3,29.9,-6.11,-2.69
1970-01-01 00:00:00.000002019,Old Dominion,CUSA (East),1.0,11.0,0.083,0.0,8.0,0.0,16.3,29.8,-17.12,-4.2
1970-01-01 00:00:00.000002019,Louisiana Tech,CUSA (West),10.0,3.0,0.769,6.0,2.0,0.75,32.5,21.8,-1.05,-9.51
1970-01-01 00:00:00.000002019,UAB,CUSA (West),9.0,5.0,0.643,6.0,2.0,0.75,23.1,21.6,-4.6,-7.88
1970-01-01 00:00:00.000002019,Southern Mississippi,CUSA (West),7.0,6.0,0.538,5.0,3.0,0.625,26.6,26.2,-2.9,-3.67
1970-01-01 00:00:00.000002019,North Texas,CUSA (West),4.0,8.0,0.333,3.0,5.0,0.375,30.6,32.5,-9.47,-6.3
1970-01-01 00:00:00.000002019,UTSA,CUSA (West),4.0,8.0,0.333,3.0,5.0,0.375,20.3,33.9,-14.08,-5.08
1970-01-01 00:00:00.000002019,Rice,CUSA (West),3.0,9.0,0.25,3.0,5.0,0.375,17.9,25.9,-10.46,-3.21
1970-01-01 00:00:00.000002019,UTEP,CUSA (West),1.0,11.0,0.083,0.0,8.0,0.0,19.6,35.9,-23.1,-8.52
1970-01-01 00:00:00.000002019,Liberty,Ind,8.0,5.0,0.615,,,,32.8,28.1,-5.7,-8.54
1970-01-01 00:00:00.000002019,New Mexico State,Ind,2.0,10.0,0.167,,,,21.7,41.0,-16.86,-3.78
1970-01-01 00:00:00.000002019,Massachusetts,Ind,1.0,11.0,0.083,,,,19.8,52.7,-29.95,-8.87
1970-01-01 00:00:00.000002019,Notre Dame,Ind,11.0,2.0,0.846,,,,36.8,17.9,17.22,3.3
1970-01-01 00:00:00.000002019,BYU,Ind,7.0,6.0,0.538,,,,28.5,25.5,0.85,-1.23
1970-01-01 00:00:00.000002019,Army,Ind,5.0,8.0,0.385,,,,28.5,23.0,-4.23,-4.7
1970-01-01 00:00:00.000002019,Miami (OH),MAC (East),8.0,6.0,0.571,6.0,2.0,0.75,24.1,28.1,-3.03,-1.67
1970-01-01 00:00:00.000002019,Buffalo,MAC (East),8.0,5.0,0.615,5.0,3.0,0.625,31.5,21.3,1.44,-6.49
1970-01-01 00:00:00.000002019,Kent State,MAC (East),7.0,6.0,0.538,5.0,3.0,0.625,29.2,31.8,-4.19,-3.73
1970-01-01 00:00:00.000002019,Ohio,MAC (East),7.0,6.0,0.538,5.0,3.0,0.625,34.3,26.5,-2.7,-6.32
1970-01-01 00:00:00.000002019,Bowling Green,MAC (East),3.0,9.0,0.25,2.0,6.0,0.25,16.0,38.6,-16.08,-3.66
1970-01-01 00:00:00.000002019,Akron,MAC (East),0.0,12.0,0.0,0.0,8.0,0.0,10.5,36.3,-26.64,-7.06
1970-01-01 00:00:00.000002019,Central Michigan,MAC (West),8.0,6.0,0.571,6.0,2.0,0.75,30.4,28.3,-2.98,-6.41
1970-01-01 00:00:00.000002019,Western Michigan,MAC (West),7.0,6.0,0.538,5.0,3.0,0.625,33.1,25.9,-1.77,-5.85
1970-01-01 00:00:00.000002019,Ball State,MAC (West),5.0,7.0,0.417,4.0,4.0,0.5,34.8,31.4,-3.51,-4.43
1970-01-01 00:00:00.000002019,Northern Illinois,MAC (West),5.0,7.0,0.417,4.0,4.0,0.5,22.8,28.2,-10.01,-5.68
1970-01-01 00:00:00.000002019,Toledo,MAC (West),6.0,6.0,0.5,3.0,5.0,0.375,27.3,32.2,-8.76,-5.26
1970-01-01 00:00:00.000002019,Eastern Michigan,MAC (West),6.0,7.0,0.462,3.0,5.0,0.375,29.2,30.6,-7.5,-5.81
1970-01-01 00:00:00.000002019,Boise State,MWC (Mountain),12.0,2.0,0.857,8.0,0.0,1.0,34.7,21.9,8.94,-2.28
1970-01-01 00:00:00.000002019,Air Force,MWC (Mountain),11.0,2.0,0.846,7.0,1.0,0.875,34.1,19.8,10.47,-2.22
1970-01-01 00:00:00.000002019,Utah State,MWC (Mountain),7.0,6.0,0.538,6.0,2.0,0.75,29.2,30.7,-1.93,-0.31
1970-01-01 00:00:00.000002019,Wyoming,MWC (Mountain),8.0,5.0,0.615,4.0,4.0,0.5,25.4,17.8,1.33,-4.28
1970-01-01 00:00:00.000002019,Colorado State,MWC (Mountain),4.0,8.0,0.333,3.0,5.0,0.375,28.1,31.2,-6.84,-3.59
1970-01-01 00:00:00.000002019,New Mexico,MWC (Mountain),2.0,10.0,0.167,0.0,8.0,0.0,22.3,37.2,-13.7,-2.2
1970-01-01 00:00:00.000002019,San Diego State,MWC (West),10.0,3.0,0.769,5.0,3.0,0.625,21.2,12.7,1.69,-5.85
1970-01-01 00:00:00.000002019,Hawaii,MWC (West),10.0,5.0,0.667,5.0,3.0,0.625,33.9,31.9,0.19,-1.75
1970-01-01 00:00:00.000002019,Nevada,MWC (West),7.0,6.0,0.538,4.0,4.0,0.5,21.3,31.9,-8.64,-4.8
1970-01-01 00:00:00.000002019,San Jose State,MWC (West),5.0,7.0,0.417,2.0,6.0,0.25,30.1,31.9,-6.08,-3.83
1970-01-01 00:00:00.000002019,Fresno State,MWC (West),4.0,8.0,0.333,2.0,6.0,0.25,30.0,30.1,-4.53,-3.12
1970-01-01 00:00:00.000002019,Nevada-Las Vegas,MWC (West),4.0,8.0,0.333,2.0,6.0,0.25,24.2,33.0,-11.55,-3.97
1970-01-01 00:00:00.000002019,Oregon,Pac-12 (North),12.0,2.0,0.857,8.0,1.0,0.889,35.4,16.5,17.02,3.6
1970-01-01 00:00:00.000002019,California,Pac-12 (North),8.0,5.0,0.615,4.0,5.0,0.444,21.2,21.9,3.39,2.69
1970-01-01 00:00:00.000002019,Washington,Pac-12 (North),8.0,5.0,0.615,4.0,5.0,0.444,32.0,19.4,12.38,2.68
1970-01-01 00:00:00.000002019,Oregon State,Pac-12 (North),5.0,7.0,0.417,4.0,5.0,0.444,31.2,32.5,2.01,3.18
1970-01-01 00:00:00.000002019,Washington State,Pac-12 (North),6.0,7.0,0.462,3.0,6.0,0.333,37.8,31.4,3.86,2.01
1970-01-01 00:00:00.000002019,Stanford,Pac-12 (North),4.0,8.0,0.333,3.0,6.0,0.333,21.7,29.8,-2.38,5.7
1970-01-01 00:00:00.000002019,Utah,Pac-12 (South),11.0,3.0,0.786,8.0,1.0,0.889,32.3,15.0,14.86,2.29
1970-01-01 00:00:00.000002019,USC,Pac-12 (South),8.0,5.0,0.615,7.0,2.0,0.778,32.5,29.4,8.87,5.64
1970-01-01 00:00:00.000002019,Arizona State,Pac-12 (South),8.0,5.0,0.615,4.0,5.0,0.444,24.8,22.4,4.72,2.34
1970-01-01 00:00:00.000002019,UCLA,Pac-12 (South),4.0,8.0,0.333,4.0,5.0,0.444,26.7,34.8,-0.55,4.95
1970-01-01 00:00:00.000002019,Colorado,Pac-12 (South),5.0,7.0,0.417,3.0,6.0,0.333,23.5,31.8,-0.02,5.07
1970-01-01 00:00:00.000002019,Arizona,Pac-12 (South),4.0,8.0,0.333,2.0,7.0,0.222,26.9,35.8,-4.25,3.17
1970-01-01 00:00:00.000002019,Georgia,SEC (East),12.0,2.0,0.857,7.0,1.0,0.875,30.8,12.6,17.64,5.21
1970-01-01 00:00:00.000002019,Florida,SEC (East),11.0,2.0,0.846,6.0,2.0,0.75,33.2,15.5,15.22,2.91
1970-01-01 00:00:00.000002019,Tennessee,SEC (East),8.0,5.0,0.615,5.0,3.0,0.625,24.2,21.7,5.13,2.74
1970-01-01 00:00:00.000002019,Kentucky,SEC (East),8.0,5.0,0.615,3.0,5.0,0.375,27.2,19.3,5.92,0.15
1970-01-01 00:00:00.000002019,Missouri,SEC (East),6.0,6.0,0.5,3.0,5.0,0.375,25.3,19.4,2.88,0.46
1970-01-01 00:00:00.000002019,South Carolina,SEC (East),4.0,8.0,0.333,3.0,5.0,0.375,22.4,26.1,1.34,7.34
1970-01-01 00:00:00.000002019,Vanderbilt,SEC (East),3.0,9.0,0.25,1.0,7.0,0.125,16.5,31.8,-10.28,2.97
1970-01-01 00:00:00.000002019,LSU,SEC (West),15.0,0.0,1.0,8.0,0.0,1.0,48.4,21.9,25.8,6.6
1970-01-01 00:00:00.000002019,Alabama,SEC (West),11.0,2.0,0.846,6.0,2.0,0.75,47.2,18.6,21.11,2.81
1970-01-01 00:00:00.000002019,Auburn,SEC (West),9.0,4.0,0.692,5.0,3.0,0.625,33.2,19.5,16.26,7.72
1970-01-01 00:00:00.000002019,Texas A&M,SEC (West),8.0,5.0,0.615,4.0,4.0,0.5,29.5,22.5,10.02,5.09
1970-01-01 00:00:00.000002019,Mississippi State,SEC (West),6.0,7.0,0.462,3.0,5.0,0.375,27.6,28.8,4.87,5.95
1970-01-01 00:00:00.000002019,Ole Miss,SEC (West),4.0,8.0,0.333,2.0,6.0,0.25,26.6,26.5,2.24,3.82
1970-01-01 00:00:00.000002019,Arkansas,SEC (West),2.0,10.0,0.167,0.0,8.0,0.0,21.4,36.8,-6.58,4.84
1970-01-01 00:00:00.000002019,Appalachian State,Sun Belt (East),13.0,1.0,0.929,7.0,1.0,0.875,38.8,20.0,11.49,-3.8
1970-01-01 00:00:00.000002019,Georgia Southern,Sun Belt (East),7.0,6.0,0.538,5.0,3.0,0.625,28.2,28.2,-0.07,-1.61
1970-01-01 00:00:00.000002019,Georgia State,Sun Belt (East),7.0,6.0,0.538,4.0,4.0,0.5,31.2,36.2,-6.61,-3.84
1970-01-01 00:00:00.000002019,Troy,Sun Belt (East),5.0,7.0,0.417,3.0,5.0,0.375,33.8,34.8,-5.01,-5.42
1970-01-01 00:00:00.000002019,Coastal Carolina,Sun Belt (East),5.0,7.0,0.417,2.0,6.0,0.25,30.3,30.5,-7.02,-6.02
1970-01-01 00:00:00.000002019,Louisiana,Sun Belt (West),11.0,3.0,0.786,7.0,1.0,0.875,37.9,19.7,8.68,-3.25
1970-01-01 00:00:00.000002019,Arkansas State,Sun Belt (West),8.0,5.0,0.615,5.0,3.0,0.625,33.7,34.2,-1.78,-3.93
1970-01-01 00:00:00.000002019,Louisiana-Monroe,Sun Belt (West),5.0,7.0,0.417,4.0,4.0,0.5,31.6,38.7,-4.92,-1.26
1970-01-01 00:00:00.000002019,Texas State,Sun Belt (West),3.0,9.0,0.25,2.0,6.0,0.25,18.4,32.6,-12.38,-1.29
1970-01-01 00:00:00.000002019,South Alabama,Sun Belt (West),2.0,10.0,0.167,1.0,7.0,0.125,18.4,30.7,-12.28,-1.44
1970-01-01 00:00:00.000002020,Clemson,ACC (Atlantic),10.0,2.0,0.833,8.0,1.0,0.889,43.5,20.2,16.82,1.07
1970-01-01 00:00:00.000002020,Notre Dame,ACC (Atlantic),10.0,2.0,0.833,9.0,0.0,1.0,33.4,19.7,11.32,1.23
1970-01-01 00:00:00.000002020,North Carolina State,ACC (Atlantic),8.0,4.0,0.667,7.0,3.0,0.7,30.3,29.2,0.35,-1.57
1970-01-01 00:00:00.000002020,Boston College,ACC (Atlantic),6.0,5.0,0.545,5.0,5.0,0.5,27.8,28.4,-0.04,-0.59
1970-01-01 00:00:00.000002020,Wake Forest,ACC (Atlantic),4.0,5.0,0.444,3.0,4.0,0.429,36.0,32.8,-0.33,0.12
1970-01-01 00:00:00.000002020,Louisville,ACC (Atlantic),4.0,7.0,0.364,3.0,7.0,0.3,29.5,26.6,-0.78,-1.87
1970-01-01 00:00:00.000002020,Florida State,ACC (Atlantic),3.0,6.0,0.333,2.0,6.0,0.25,25.8,36.0,-8.87,-1.54
1970-01-01 00:00:00.000002020,Syracuse,ACC (Atlantic),1.0,10.0,0.091,1.0,9.0,0.1,17.8,32.7,-12.92,1.53
1970-01-01 00:00:00.000002020,Miami (FL),ACC (Coastal),8.0,3.0,0.727,7.0,2.0,0.778,34.0,27.0,6.56,1.47
1970-01-01 00:00:00.000002020,North Carolina,ACC (Coastal),8.0,4.0,0.667,7.0,3.0,0.7,41.7,29.4,7.03,-1.55
1970-01-01 00:00:00.000002020,Pitt,ACC (Coastal),6.0,5.0,0.545,5.0,5.0,0.5,29.0,24.5,1.54,-1.19
1970-01-01 00:00:00.000002020,Virginia Tech,ACC (Coastal),5.0,6.0,0.455,5.0,5.0,0.5,31.1,32.1,1.51,1.78
1970-01-01 00:00:00.000002020,Virginia,ACC (Coastal),5.0,5.0,0.5,4.0,5.0,0.444,30.7,29.6,-0.39,-0.09
1970-01-01 00:00:00.000002020,Georgia Tech,ACC (Coastal),3.0,7.0,0.3,3.0,6.0,0.333,23.9,36.8,-7.85,0.05
1970-01-01 00:00:00.000002020,Duke,ACC (Coastal),2.0,9.0,0.182,1.0,9.0,0.1,24.8,38.1,-12.88,-1.6
1970-01-01 00:00:00.000002020,Cincinnati,American,9.0,1.0,0.9,6.0,0.0,1.0,37.5,16.8,14.92,-1.28
1970-01-01 00:00:00.000002020,Tulsa,American,6.0,3.0,0.667,6.0,0.0,1.0,27.1,21.6,5.2,0.42
1970-01-01 00:00:00.000002020,Memphis,American,8.0,3.0,0.727,5.0,3.0,0.625,31.0,27.9,-1.29,-5.56
1970-01-01 00:00:00.000002020,UCF,American,6.0,4.0,0.6,5.0,3.0,0.625,42.2,33.2,5.92,-1.78
1970-01-01 00:00:00.000002020,SMU,American,7.0,3.0,0.7,4.0,3.0,0.571,38.6,30.9,0.06,-6.14
1970-01-01 00:00:00.000002020,Houston,American,3.0,5.0,0.375,3.0,3.0,0.5,30.0,32.0,-2.84,0.53
1970-01-01 00:00:00.000002020,Navy,American,3.0,7.0,0.3,3.0,4.0,0.429,16.6,30.3,-10.08,-0.88
1970-01-01 00:00:00.000002020,Tulane,American,6.0,6.0,0.5,3.0,5.0,0.375,34.7,28.1,-0.71,-4.3
1970-01-01 00:00:00.000002020,East Carolina,American,3.0,6.0,0.333,3.0,5.0,0.375,30.2,35.4,-6.43,-1.98
1970-01-01 00:00:00.000002020,Temple,American,1.0,6.0,0.143,1.0,6.0,0.143,19.9,37.1,-19.25,-3.83
1970-01-01 00:00:00.000002020,South Florida,American,1.0,8.0,0.111,0.0,7.0,0.0,23.1,39.9,-14.39,-1.28
1970-01-01 00:00:00.000002020,Oklahoma,Big 12,9.0,2.0,0.818,6.0,2.0,0.75,43.0,21.7,17.62,3.71
1970-01-01 00:00:00.000002020,Iowa State,Big 12,9.0,3.0,0.75,8.0,1.0,0.889,32.9,21.4,13.93,5.43
1970-01-01 00:00:00.000002020,Oklahoma State,Big 12,8.0,3.0,0.727,6.0,3.0,0.667,30.2,23.5,10.46,4.92
1970-01-01 00:00:00.000002020,Texas,Big 12,7.0,3.0,0.7,5.0,3.0,0.625,42.7,28.5,11.95,3.75
1970-01-01 00:00:00.000002020,Texas Christian,Big 12,6.0,4.0,0.6,5.0,4.0,0.556,30.8,24.2,7.41,3.71
1970-01-01 00:00:00.000002020,West Virginia,Big 12,6.0,4.0,0.6,4.0,4.0,0.5,26.5,20.5,5.97,1.07
1970-01-01 00:00:00.000002020,Kansas State,Big 12,4.0,6.0,0.4,4.0,5.0,0.444,26.6,32.2,-0.01,4.5
1970-01-01 00:00:00.000002020,Texas Tech,Big 12,4.0,6.0,0.4,3.0,6.0,0.333,29.1,36.7,-1.67,3.53
1970-01-01 00:00:00.000002020,Baylor,Big 12,2.0,7.0,0.222,2.0,7.0,0.222,23.3,29.2,0.48,5.81
1970-01-01 00:00:00.000002020,Kansas,Big 12,0.0,9.0,0.0,0.0,8.0,0.0,15.8,46.0,-13.53,7.25
1970-01-01 00:00:00.000002020,Ohio State,Big Ten (East),7.0,1.0,0.875,5.0,0.0,1.0,41.0,25.8,21.37,8.99
1970-01-01 00:00:00.000002020,Indiana,Big Ten (East),6.0,2.0,0.75,6.0,1.0,0.857,28.9,20.3,13.71,4.46
1970-01-01 00:00:00.000002020,Penn State,Big Ten (East),4.0,5.0,0.444,4.0,5.0,0.444,29.8,27.7,4.22,3.99
1970-01-01 00:00:00.000002020,Maryland,Big Ten (East),2.0,3.0,0.4,2.0,3.0,0.4,23.6,32.0,0.49,5.29
1970-01-01 00:00:00.000002020,Michigan,Big Ten (East),2.0,4.0,0.333,2.0,4.0,0.333,28.3,34.5,-1.25,3.25
1970-01-01 00:00:00.000002020,Rutgers,Big Ten (East),3.0,6.0,0.333,3.0,6.0,0.333,26.7,32.1,-2.38,3.18
1970-01-01 00:00:00.000002020,Michigan State,Big Ten (East),2.0,5.0,0.286,2.0,5.0,0.286,18.0,35.1,-2.93,8.79
1970-01-01 00:00:00.000002020,Northwestern,Big Ten (West),7.0,2.0,0.778,6.0,1.0,0.857,24.7,15.9,12.55,4.88
1970-01-01 00:00:00.000002020,Iowa,Big Ten (West),6.0,2.0,0.75,6.0,2.0,0.75,31.8,16.0,13.77,1.77
1970-01-01 00:00:00.000002020,Wisconsin,Big Ten (West),4.0,3.0,0.571,3.0,3.0,0.5,25.1,17.4,8.62,4.33
1970-01-01 00:00:00.000002020,Minnesota,Big Ten (West),3.0,4.0,0.429,3.0,4.0,0.429,27.3,30.1,-1.32,2.1
1970-01-01 00:00:00.000002020,Nebraska,Big Ten (West),3.0,5.0,0.375,3.0,5.0,0.375,23.1,29.4,0.14,5.14
1970-01-01 00:00:00.000002020,Purdue,Big Ten (West),2.0,4.0,0.333,2.0,4.0,0.333,27.2,29.8,-0.18,2.66
1970-01-01 00:00:00.000002020,Illinois,Big Ten (West),2.0,6.0,0.25,2.0,6.0,0.25,20.1,34.9,-6.39,4.36
1970-01-01 00:00:00.000002020,Marshall,CUSA (East),7.0,3.0,0.7,4.0,1.0,0.8,28.5,13.0,3.3,-6.6
1970-01-01 00:00:00.000002020,Florida Atlantic,CUSA (East),5.0,4.0,0.556,4.0,2.0,0.667,18.9,17.4,-7.91,-10.02
1970-01-01 00:00:00.000002020,Western Kentucky,CUSA (East),5.0,7.0,0.417,4.0,3.0,0.571,19.0,25.3,-11.15,-6.07
1970-01-01 00:00:00.000002020,Charlotte,CUSA (East),2.0,4.0,0.333,2.0,2.0,0.5,27.0,32.5,-14.41,-9.41
1970-01-01 00:00:00.000002020,Middle Tennessee State,CUSA (East),3.0,6.0,0.333,2.0,4.0,0.333,22.9,35.4,-15.36,-6.25
1970-01-01 00:00:00.000002020,Florida International,CUSA (East),0.0,5.0,0.0,0.0,3.0,0.0,22.4,32.4,-22.18,-10.38
1970-01-01 00:00:00.000002020,UAB,CUSA (West),6.0,3.0,0.667,3.0,1.0,0.75,28.4,21.4,1.28,-4.28
1970-01-01 00:00:00.000002020,UTSA,CUSA (West),7.0,5.0,0.583,5.0,2.0,0.714,28.3,25.7,-3.8,-6.71
1970-01-01 00:00:00.000002020,Louisiana Tech,CUSA (West),5.0,5.0,0.5,4.0,2.0,0.667,26.7,34.7,-8.34,-4.24
1970-01-01 00:00:00.000002020,North Texas,CUSA (West),4.0,6.0,0.4,3.0,4.0,0.429,34.4,42.8,-14.8,-8.9
1970-01-01 00:00:00.000002020,Rice,CUSA (West),2.0,3.0,0.4,2.0,3.0,0.4,23.4,18.8,-3.97,-7.97
1970-01-01 00:00:00.000002020,Southern Mississippi,CUSA (West),3.0,7.0,0.3,2.0,4.0,0.333,25.3,32.3,-14.39,-7.79
1970-01-01 00:00:00.000002020,UTEP,CUSA (West),3.0,5.0,0.375,0.0,4.0,0.0,23.0,31.0,-15.29,-11.41
1970-01-01 00:00:00.000002020,Liberty,Ind,10.0,1.0,0.909,,,,38.2,20.5,1.6,-12.22
1970-01-01 00:00:00.000002020,New Mexico State,Ind,1.0,1.0,0.5,,,,26.5,36.0,-27.68,-19.18
1970-01-01 00:00:00.000002020,Massachusetts,Ind,0.0,4.0,0.0,,,,3.0,40.3,-24.68,-1.18
1970-01-01 00:00:00.000002020,BYU,Ind,11.0,1.0,0.917,,,,43.5,15.3,14.7,-3.89
1970-01-01 00:00:00.000002020,Army,Ind,9.0,3.0,0.75,,,,26.8,14.8,0.67,-7.59
1970-01-01 00:00:00.000002020,Buffalo,MAC (East),6.0,1.0,0.857,5.0,0.0,1.0,43.4,21.9,17.73,1.73
1970-01-01 00:00:00.000002020,Kent State,MAC (East),3.0,1.0,0.75,3.0,1.0,0.75,49.8,38.0,7.02,-0.74
1970-01-01 00:00:00.000002020,Miami (OH),MAC (East),2.0,1.0,0.667,2.0,1.0,0.667,28.7,26.7,11.41,9.08
1970-01-01 00:00:00.000002020,Ohio,MAC (East),2.0,1.0,0.667,2.0,1.0,0.667,34.3,16.7,4.28,-6.06
1970-01-01 00:00:00.000002020,Akron,MAC (East),1.0,5.0,0.167,1.0,5.0,0.167,17.2,41.3,-8.82,5.52
1970-01-01 00:00:00.000002020,Bowling Green,MAC (East),0.0,5.0,0.0,0.0,5.0,0.0,11.4,45.0,-17.51,6.49
1970-01-01 00:00:00.000002020,Ball State,MAC (West),7.0,1.0,0.875,5.0,1.0,0.833,34.3,25.8,18.41,8.91
1970-01-01 00:00:00.000002020,Toledo,MAC (West),4.0,2.0,0.667,4.0,2.0,0.667,35.0,24.3,12.44,3.94
1970-01-01 00:00:00.000002020,Western Michigan,MAC (West),4.0,2.0,0.667,4.0,2.0,0.667,41.7,34.2,10.39,5.72
1970-01-01 00:00:00.000002020,Central Michigan,MAC (West),3.0,3.0,0.5,3.0,3.0,0.5,31.3,30.2,8.26,8.26
1970-01-01 00:00:00.000002020,Eastern Michigan,MAC (West),2.0,4.0,0.333,2.0,4.0,0.333,33.2,36.0,5.8,9.13
1970-01-01 00:00:00.000002020,Northern Illinois,MAC (West),0.0,6.0,0.0,0.0,6.0,0.0,24.8,38.7,-1.53,12.14
1970-01-01 00:00:00.000002020,Boise State,MWC (Mountain),5.0,2.0,0.714,5.0,0.0,1.0,33.9,27.1,3.41,-3.02
1970-01-01 00:00:00.000002020,Air Force,MWC (Mountain),3.0,3.0,0.5,2.0,2.0,0.5,24.3,15.0,0.85,-4.99
1970-01-01 00:00:00.000002020,Wyoming,MWC (Mountain),2.0,4.0,0.333,2.0,4.0,0.333,26.5,21.0,-5.27,-7.94
1970-01-01 00:00:00.000002020,New Mexico,MWC (Mountain),2.0,5.0,0.286,2.0,5.0,0.286,23.9,32.6,-11.71,-4.28
1970-01-01 00:00:00.000002020,Colorado State,MWC (Mountain),1.0,3.0,0.25,1.0,3.0,0.25,22.3,35.8,-14.31,-2.56
1970-01-01 00:00:00.000002020,Utah State,MWC (Mountain),1.0,5.0,0.167,1.0,5.0,0.167,15.5,35.2,-19.38,-2.55
1970-01-01 00:00:00.000002020,San Jose State,MWC (West),7.0,1.0,0.875,6.0,0.0,1.0,28.6,19.9,7.05,-1.71
1970-01-01 00:00:00.000002020,Nevada,MWC (West),7.0,2.0,0.778,6.0,2.0,0.75,30.8,23.3,0.45,-7.1
1970-01-01 00:00:00.000002020,San Diego State,MWC (West),4.0,4.0,0.5,4.0,2.0,0.667,24.6,17.8,0.43,-4.82
1970-01-01 00:00:00.000002020,Hawaii,MWC (West),5.0,4.0,0.556,4.0,4.0,0.5,26.2,27.6,-4.98,-4.2
1970-01-01 00:00:00.000002020,Fresno State,MWC (West),3.0,3.0,0.5,3.0,3.0,0.5,32.8,30.0,-8.9,-11.74
1970-01-01 00:00:00.000002020,Nevada-Las Vegas,MWC (West),0.0,6.0,0.0,0.0,6.0,0.0,17.3,38.0,-20.68,-1.84
1970-01-01 00:00:00.000002020,Oregon,Pac-12 (North),4.0,3.0,0.571,3.0,2.0,0.6,31.3,28.3,0.81,-1.77
1970-01-01 00:00:00.000002020,Washington,Pac-12 (North),3.0,1.0,0.75,3.0,1.0,0.75,30.3,25.0,0.11,-5.89
